Claim_id,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
25136,Nov,4,Saturday,Pontiac,Urban,Tuesday,Nov,5,Female,Married,53,Third Party,Sedan - Liability,Sport,20000 to 29000,,15036,12,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,1996,Liability
25137,Oct,1,Wednesday,Honda,Urban,Thursday,Oct,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15037,13,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability
25138,Aug,1,Saturday,Chevrolet,Rural,Tuesday,Aug,5,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15038,14,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25139,May,4,Monday,Chevrolet,Urban,Monday,May,4,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15039,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
25140,May,3,Wednesday,Toyota,Urban,Tuesday,Jul,2,Female,Divorced,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15040,7,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
25141,Dec,3,Friday,Pontiac,Urban,Friday,Dec,3,Female,Single,44,Third Party,Sedan - Liability,Sport,20000 to 29000,,15041,15,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25142,Dec,1,Friday,Chevrolet,Urban,Friday,Dec,1,Male,Single,34,Third Party,Sedan - Collision,Sedan,more than 69000,,15042,2,400,3,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25143,Mar,4,Sunday,Mazda,Urban,Wednesday,Apr,3,Female,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15043,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25144,Jul,1,Friday,Toyota,Urban,Monday,Jul,1,Female,Married,49,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15044,14,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25145,Oct,1,Thursday,Chevrolet,Urban,Friday,Oct,2,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15045,7,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25146,Oct,3,Sunday,Mazda,Urban,Saturday,Oct,4,Male,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15046,13,500,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1996,All Perils
25147,Oct,2,Tuesday,Chevrolet,Urban,Monday,Oct,3,Female,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15047,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
25148,Jul,2,Wednesday,Toyota,Urban,Wednesday,Jul,2,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15048,1,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1996,Liability
25149,Apr,1,Saturday,Chevrolet,Rural,Thursday,May,4,Male,Married,57,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15049,1,400,1,more than 30,more than 30,none,6 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
25150,May,1,Tuesday,Pontiac,Urban,Thursday,May,1,Female,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,,15050,9,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25151,May,4,Friday,Chevrolet,Urban,Monday,Jun,2,Female,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15051,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25152,May,4,Friday,Toyota,Rural,Monday,Jun,1,Male,Single,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15052,7,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
25153,May,2,Tuesday,Pontiac,Rural,Tuesday,Nov,2,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,15053,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25154,Jun,2,Thursday,Pontiac,Urban,Thursday,Jun,3,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15054,6,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25155,Jul,3,Friday,Honda,Urban,Wednesday,Aug,1,Female,Single,35,Third Party,Sedan - Liability,Sport,20000 to 29000,,15055,14,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25156,Oct,1,Saturday,Pontiac,Urban,Monday,Oct,1,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15056,8,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
25157,Oct,3,Monday,Mazda,Urban,Tuesday,Oct,3,Male,Single,30,Third Party,Sedan - Collision,Sedan,less than 20000,,15057,1,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25158,Oct,3,Monday,Accura,Urban,Monday,Oct,4,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,15058,11,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,All Perils
25159,Oct,3,Monday,Mazda,Urban,Friday,Nov,1,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15059,16,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25160,Jan,2,Sunday,Chevrolet,Urban,Friday,Jan,2,Male,Married,41,Third Party,Sedan - All Perils,Sedan,40000 to 59000,,15060,14,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
25161,Mar,4,Saturday,Honda,Urban,Monday,Mar,4,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15061,9,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25162,Oct,3,Monday,Accura,Urban,Wednesday,Oct,3,Male,Single,61,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,15062,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
25163,Nov,3,Wednesday,Pontiac,Urban,Monday,Nov,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15063,4,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25164,Aug,3,Thursday,Honda,Urban,Friday,Aug,3,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15064,3,400,1,more than 30,more than 30,1,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25165,Jun,3,Wednesday,Honda,Urban,Friday,Jun,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15065,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
25166,Oct,3,Monday,Honda,Urban,Tuesday,Oct,3,Male,Married,66,Policy Holder,Sport - Collision,Sport,more than 69000,,15066,2,400,2,more than 30,more than 30,none,6 years,over 65,No,No,External,none,no change,1 vehicle,1996,Collision
25167,Sep,1,Thursday,Pontiac,Urban,Thursday,Sep,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15067,5,700,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25168,Oct,4,Friday,Ford,Urban,Wednesday,Oct,4,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15068,15,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,Internal,none,no change,1 vehicle,1996,Liability
25169,Sep,2,Tuesday,Ford,Urban,Saturday,Oct,1,Male,Married,70,Third Party,Sedan - Liability,Sport,60000 to 69000,,15069,16,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,Liability
25170,Sep,2,Friday,Pontiac,Urban,Friday,Sep,2,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15070,12,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25171,Aug,4,Friday,Honda,Urban,Thursday,Oct,1,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,15071,2,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
25172,Sep,4,Friday,Pontiac,Urban,Monday,Sep,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,less than 20000,,15072,7,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25173,Dec,2,Tuesday,Chevrolet,Rural,Friday,Dec,3,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15073,5,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
25174,Jul,2,Sunday,Toyota,Urban,Tuesday,Jul,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15074,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
25175,Mar,4,Wednesday,Mercury,Urban,Tuesday,Apr,2,Male,Single,42,Third Party,Sedan - All Perils,Sedan,more than 69000,,15075,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25176,Jul,5,Saturday,Chevrolet,Urban,Monday,Aug,1,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15076,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25177,Sep,5,Thursday,Toyota,Urban,Friday,Oct,2,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15077,12,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25178,Sep,5,Friday,Mazda,Urban,Monday,Oct,1,Male,Single,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,,15078,14,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
25179,Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Male,Married,63,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15079,15,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils
25180,Oct,3,Wednesday,Honda,Urban,Monday,Oct,4,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15080,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25181,Nov,1,Tuesday,Honda,Urban,Wednesday,Nov,1,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15081,6,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25182,Oct,1,Monday,Toyota,Rural,Tuesday,Oct,1,Male,Married,66,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15082,10,400,1,more than 30,more than 30,none,6 years,over 65,No,No,Internal,more than 5,no change,1 vehicle,1996,Liability
25183,Oct,1,Tuesday,Toyota,Urban,Friday,Oct,1,Male,Married,66,Third Party,Sedan - Liability,Sport,40000 to 59000,,15083,5,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,Internal,none,no change,1 vehicle,1996,Liability
25184,Oct,4,Sunday,Honda,Urban,Tuesday,Oct,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15084,7,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
25185,Sep,5,Friday,Toyota,Urban,Monday,Oct,1,Male,Married,64,Third Party,Sedan - Liability,Sport,20000 to 29000,,15085,12,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25186,Sep,3,Friday,Honda,Urban,Tuesday,Oct,1,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15086,2,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25187,Aug,5,Wednesday,Honda,Urban,Tuesday,Sep,1,Female,Single,20,Third Party,Sport - Collision,Sport,more than 69000,,15087,1,400,3,more than 30,more than 30,none,5 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25188,Oct,3,Wednesday,Honda,Urban,Monday,Oct,4,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15088,3,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25189,May,4,Friday,Honda,Urban,Monday,May,5,Female,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15089,3,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,1 to 2,no change,3 to 4,1996,Liability
25190,Oct,2,Thursday,Saturn,Urban,Wednesday,Nov,1,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,15090,4,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25191,Aug,5,Sunday,Mazda,Rural,Wednesday,Sep,2,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,15091,3,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25192,Jul,1,Tuesday,Toyota,Urban,Thursday,Jul,2,Male,Married,52,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15092,8,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
25193,Mar,1,Wednesday,Mazda,Urban,Friday,Apr,2,Male,Single,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15093,16,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25194,Oct,2,Saturday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15094,6,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
25195,Oct,3,Wednesday,Honda,Urban,Wednesday,Oct,4,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15095,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25196,May,4,Saturday,Pontiac,Urban,Monday,May,4,Female,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15096,7,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
25197,Nov,4,Wednesday,Toyota,Urban,Wednesday,Nov,4,Male,Married,65,Third Party,Sedan - Liability,Sport,30000 to 39000,,15097,12,500,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,2 to 3 years,1 vehicle,1996,Liability
25198,Jul,2,Sunday,Chevrolet,Urban,Monday,Jul,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15098,14,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
25199,Jun,1,Thursday,Pontiac,Urban,Thursday,Jun,1,Female,Married,50,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15099,2,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
25200,May,4,Wednesday,Mazda,Rural,Thursday,May,4,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15100,12,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,All Perils
25201,Jan,2,Friday,Chevrolet,Urban,Tuesday,Jan,3,Male,Single,30,Third Party,Sedan - Liability,Sport,20000 to 29000,,15101,16,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25202,Jan,3,Sunday,Toyota,Urban,Friday,Jan,3,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15102,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
25203,Jan,3,Sunday,Pontiac,Urban,Monday,Jan,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,15103,9,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25204,Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,2,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15104,4,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
25205,Oct,3,Thursday,Ford,Urban,Wednesday,Nov,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15105,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25206,Jan,2,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,less than 20000,,15106,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
25207,Oct,3,Thursday,Mazda,Urban,Friday,Oct,3,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15107,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,1 year,1 vehicle,1996,Collision
25208,Sep,4,Tuesday,Toyota,Urban,Friday,Sep,5,Male,Married,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,,15108,5,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
25209,Jun,4,Wednesday,Toyota,Urban,Friday,Jun,4,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15109,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1996,Collision
25210,Jun,3,Friday,Toyota,Urban,Monday,Jun,3,Female,Married,37,Policy Holder,Sedan - Collision,Sedan,less than 20000,,15110,7,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25211,Dec,4,Monday,Pontiac,Urban,Friday,Jan,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15111,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
25212,Oct,3,Thursday,Honda,Urban,Friday,Oct,3,Male,Married,68,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,,15112,16,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
25213,Mar,3,Wednesday,Mazda,Urban,Thursday,Mar,5,Male,Married,49,Third Party,Sedan - Liability,Sport,30000 to 39000,,15113,8,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Liability
25214,Jul,1,Friday,Mazda,Urban,Thursday,Aug,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15114,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
25215,Sep,4,Tuesday,Mazda,Urban,Wednesday,Sep,4,Female,Single,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15115,1,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
25216,Oct,3,Thursday,Honda,Urban,Tuesday,Oct,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15116,11,400,2,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25217,Oct,1,Friday,Pontiac,Urban,Monday,Oct,2,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,less than 20000,,15117,14,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
25218,Oct,2,Saturday,Honda,Urban,Tuesday,Oct,2,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15118,2,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision
25219,Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Female,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15119,16,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
25220,Jun,2,Monday,Pontiac,Urban,Tuesday,Jun,2,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15120,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
25221,Oct,3,Friday,Chevrolet,Urban,Tuesday,Oct,4,Male,Married,50,Policy Holder,Utility - All Perils,Utility,more than 69000,,15121,9,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,4 to 8 years,2 vehicles,1996,All Perils
25222,Nov,4,Monday,Mazda,Urban,Tuesday,Nov,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15122,2,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
25223,Aug,2,Thursday,Honda,Urban,Friday,Aug,2,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15123,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
25224,Aug,1,Friday,Toyota,Rural,Wednesday,Aug,4,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15124,2,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
25225,Jul,3,Monday,Honda,Urban,Tuesday,Jul,3,Female,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,,15125,14,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
25226,Feb,1,Wednesday,Mazda,Urban,Thursday,Feb,1,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15126,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25227,Jan,5,Tuesday,Pontiac,Urban,Friday,Feb,1,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,,15127,13,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
25228,Jan,4,Thursday,Mazda,Urban,Thursday,Feb,1,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15128,10,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25229,Jan,5,Saturday,Honda,Urban,Thursday,Feb,1,Male,Married,44,Third Party,Sedan - Liability,Sport,20000 to 29000,,15129,7,700,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability
25230,Apr,2,Wednesday,Pontiac,Urban,Thursday,Apr,5,Male,Married,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,15130,2,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,3 to 4,1996,Collision
25231,Oct,3,Friday,Pontiac,Urban,Thursday,Nov,2,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,less than 20000,,15131,9,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25232,Oct,4,Friday,Pontiac,Urban,Monday,Oct,4,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15132,6,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25233,Oct,4,Saturday,Toyota,Urban,Thursday,Oct,4,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15133,11,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
25234,Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Female,Married,34,Third Party,Sedan - Liability,Sport,20000 to 29000,,15134,6,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
25235,Jun,2,Thursday,Pontiac,Rural,Friday,Jun,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,,15135,6,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
25236,May,1,Monday,Mazda,Urban,Wednesday,Jun,2,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15136,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
25237,Oct,4,Saturday,Pontiac,Urban,Thursday,Oct,4,Male,Single,33,Third Party,Sedan - All Perils,Sedan,30000 to 39000,,15137,1,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
25238,Jan,1,Sunday,Honda,Urban,Monday,Jan,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,20000 to 29000,,15138,4,400,3,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Collision
25239,May,3,Monday,Pontiac,Urban,Friday,Jun,1,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,,15139,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
